TitleBout,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Season,BlueWin,Continent_Europe,Continent_North America,Continent_Oceania,Continent_Other,Continent_South America,WeightClass_Catch Weight,WeightClass_Featherweight,WeightClass_Flyweight,WeightClass_Heavyweight,WeightClass_Light Heavyweight,WeightClass_Lightweight,WeightClass_Middleweight,WeightClass_Welterweight,WeightClass_Women's Bantamweight,WeightClass_Women's Featherweight,WeightClass_Women's Flyweight,WeightClass_Women's Strawweight,Gender_MALE,RedStance_Orthodox,RedStance_Southpaw,RedStance_Switch,BlueStance_Orthodox,BlueStance_Southpaw,BlueStance_Switch,BlueStance_Switch ,BetterRank_Red,BetterRank_neither,Prob_BlueWin_Bet
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,165.1,162.56,135,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,155,24,27,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.46610164966963136
0,3,1,0,0,4.0,0.12,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,170,1,0,0,12.0,0.24,2.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,177.8,185.42,170,27,37,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.5
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,162.56,165.1,125,1,0,0,2.0,0.28,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,167.64,175.26,125,31,23,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.45569620253164556
0,3,1,0,0,15.0,0.6,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,185.42,187.96,205,1,0,0,34.6667,0.477,0.0,1.3333,0.417,1,2,8,0,0,0,0,1,0,0,1,190.5,193.04,205,28,30,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.28532335907135953
0,3,1,0,0,51.0,0.48,1.0,2.0,0.5,0,1,3,0,0,0,0,0,0,0,0,185.42,187.96,170,2,0,0,50.75,0.353,0.0,0.25,0.25,2,2,10,1,0,0,1,1,0,0,2,182.88,185.42,185,23,24,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.2978723404255319
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,145,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,19,26,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.3864382645009301
0,3,0,2,0,33.5,0.485,0.0,2.0,0.55,2,0,6,0,0,0,2,0,0,0,2,187.96,190.5,265,0,3,0,16.75,0.703,0.0,1.75,1.0,3,1,8,0,0,0,0,3,0,0,3,193.04,205.74,265,36,27,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.61356173549907
0,3,0,1,0,19.9,0.482,1.2,0.9,0.309,2,5,18,0,0,0,0,0,5,0,5,177.8,187.96,155,0,1,0,34.8333,0.438,0.8333,2.1667,0.523,2,3,18,0,0,1,2,0,0,0,3,180.34,177.8,145,30,24,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.6551724137931034
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,185,1,0,0,3.0,0.27,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,187.96,187.96,185,32,28,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.6207865604484945
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,172.72,180.34,135,0,1,0,37.6364,0.37,0.0909,0.7273,0.355,2,6,27,0,0,1,2,2,0,0,5,185.42,182.88,135,32,27,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.3632887879164475
0,3,1,0,0,12.0,0.5,1.0,1.0,0.08,0,1,3,0,0,0,0,0,0,0,0,175.26,175.26,185,2,0,0,46.9,0.429,0.3,0.0,0.0,4,4,26,0,0,2,2,0,1,1,6,187.96,193.04,185,27,26,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.3068592558224364
0,3,0,1,0,31.25,0.463,1.5,3.0,0.808,2,1,11,0,0,1,1,0,1,0,3,187.96,198.12,185,0,1,0,24.8,0.556,0.6,0.6,0.432,1,3,10,0,0,0,0,0,2,0,2,177.8,187.96,170,30,31,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.5443037974683544
0,3,0,2,0,48.2222,0.528,1.3333,0.2222,0.222,2,4,23,0,0,2,1,0,2,0,5,177.8,185.42,145,1,0,0,44.0,0.498,0.6667,1.4444,0.371,4,3,26,3,0,0,2,0,4,0,6,167.64,170.18,135,35,26,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.14560911948771232
0,3,0,1,0,43.0,0.5,1.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,170.18,177.8,135,1,0,0,58.75,0.323,0.0,0.25,0.25,3,1,10,0,0,1,2,0,0,0,3,162.56,180.34,135,29,27,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.47698277742555617
0,3,0,1,0,3.5,0.215,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,187.96,193.04,205,0,1,0,35.0,0.553,0.0,1.3333,0.303,1,2,7,1,0,0,0,0,0,1,1,182.88,200.66,185,29,30,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.27143335328853435
1,5,0,3,0,49.0,0.45,1.0,1.0,0.553,3,0,9,0,0,1,2,0,0,0,3,167.64,172.72,125,0,3,0,20.3333,0.577,1.3333,2.3333,0.583,3,0,5,3,0,0,0,1,2,0,3,170.18,172.72,135,27,29,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.12195120880428303
1,5,0,2,0,30.9412,0.541,0.4706,0.8235,0.362,8,4,44,4,0,1,6,5,1,0,13,185.42,187.96,185,0,7,0,25.2857,0.463,1.0,2.1429,0.801,7,0,14,2,0,0,2,3,2,0,7,187.96,198.12,185,30,36,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.3632887879164475
0,5,3,0,0,39.0,0.567,0.5455,1.1818,0.374,3,10,65,11,0,0,1,6,4,1,12,175.26,177.8,155,0,1,0,60.5333,0.419,0.4,3.0667,0.295,5,5,55,7,0,0,7,2,1,0,10,167.64,172.72,145,32,35,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.22804460106960703
1,4,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,195.58,193.04,205,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,190.5,200.66,205,24,28,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.28532335907135953
1,4,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,185,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,187.96,187.96,170,25,30,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.4098361139478595
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,205,0,1,0,22.0,0.81,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,190.5,200.66,260,29,28,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.3632887879164475
0,3,1,0,0,17.0,0.31,1.0,2.0,0.2,0,1,2,0,0,0,0,0,0,0,0,170.18,175.26,135,1,0,0,12.0,0.35,2.0,1.0,0.11,0,1,3,0,0,0,0,0,0,0,0,170.18,170.18,135,28,30,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.5443037974683544
0,3,1,0,0,39.0,0.27,2.0,1.0,0.12,0,1,3,0,0,0,0,0,0,0,0,175.26,195.58,170,2,0,0,45.5,0.47,0.0,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,177.8,182.88,155,28,21,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.6734694564764752
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,145,1,0,0,14.5,0.58,0.5,0.5,0.5,1,1,3,0,0,0,0,0,1,0,1,177.8,182.88,155,31,25,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.20675941179957896
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,193.04,200.66,205,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,185,25,29,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.6836049266304474
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,135,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,170.18,170.18,135,26,23,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.6836049266304474
0,3,0,1,0,45.3333,0.503,0.0,2.6667,0.423,1,1,9,0,0,1,0,1,0,0,2,165.1,165.1,125,0,2,0,44.0,0.655,0.0,4.0,0.63,2,0,4,0,0,0,1,1,0,0,2,170.18,167.64,125,22,25,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.2719665881199508
0,3,0,1,0,32.6667,0.343,1.6667,0.0,0.0,1,1,7,0,0,0,1,1,0,0,2,177.8,182.88,155,0,1,0,26.6,0.488,0.0,1.4,0.118,1,2,9,0,0,1,1,1,0,0,3,172.72,177.8,155,32,28,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.43619493221935474
0,5,0,2,0,26.0,0.335,1.8235,1.3529,0.492,7,4,39,0,0,0,5,2,6,0,13,172.72,180.34,155,0,3,0,40.7692,0.475,0.3846,0.8462,0.319,4,3,25,0,0,0,3,3,4,0,10,185.42,185.42,155,31,30,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.3068592558224364
0,3,2,0,0,58.4167,0.373,1.0,1.3333,0.35,4,5,30,0,0,3,1,1,1,1,7,177.8,177.8,155,1,0,0,38.6667,0.463,0.1111,0.4444,0.222,4,2,20,0,1,1,1,4,0,0,7,180.34,190.5,155,28,32,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.26717557251908397
0,3,1,0,0,33.0,0.4,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,177.8,177.8,155,1,0,0,42.2667,0.402,0.8667,2.3333,0.565,6,6,39,0,0,2,4,2,1,0,9,175.26,180.34,170,29,25,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.26490061356957706
0,3,1,0,0,43.5,0.27,0.0,6.0,0.82,1,1,6,0,0,1,0,0,0,0,1,165.1,165.1,125,1,0,0,48.1667,0.427,0.3333,0.3333,0.167,4,2,13,0,0,0,1,3,0,0,4,160.02,170.18,135,24,28,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.23711201861079018
0,3,1,0,0,79.0,0.32,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,175.26,167.64,135,1,0,0,88.5,0.535,1.5,1.0,0.33,1,1,6,0,0,0,1,0,0,0,1,180.34,185.42,135,28,31,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.5542635336668489
0,3,5,0,0,40.2,0.38,0.4,1.8,0.214,0,5,13,0,0,0,0,0,0,0,0,182.88,187.96,155,1,0,0,21.619,0.352,0.7619,3.381,0.539,3,8,52,0,0,3,5,1,4,0,13,177.8,180.34,155,30,30,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.3864382645009301
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,157.48,157.48,115,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,162.56,160.02,115,25,26,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.17010304144967267
0,3,0,1,0,46.0,0.51,3.0,3.0,0.6,1,0,3,0,0,0,1,0,0,0,1,170.18,180.34,135,0,1,0,44.25,0.418,0.0,0.0,0.0,2,1,8,0,0,1,1,1,0,0,3,167.64,170.18,135,31,24,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.7021276595744681
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,172.72,182.88,135,1,0,0,26.0,0.31,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,172.72,175.26,155,29,34,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.6367112120835525
0,3,0,1,0,20.0,0.66,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,182.88,180.34,155,0,2,0,20.3333,0.41,0.3333,0.0,0.0,2,1,5,0,0,0,0,1,1,0,2,182.88,182.88,145,25,25,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.6187174399947203
0,5,1,0,0,23.6667,0.448,0.3333,2.1667,0.508,3,2,12,1,0,0,2,0,2,0,4,170.18,172.72,145,0,2,0,37.0,0.47,0.0,2.0,0.4,2,0,4,0,0,0,1,1,0,0,2,175.26,187.96,155,26,27,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.14782939234554537
0,3,0,2,0,16.5,0.39,1.0,2.5,0.83,2,0,4,0,0,0,1,0,1,0,2,182.88,190.5,185,0,3,0,22.3333,0.74,1.0,1.3333,0.833,3,0,5,0,0,0,1,0,2,0,3,180.34,182.88,170,25,29,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.12834520465995827
0,3,0,1,0,62.5,0.4,0.0,1.75,0.245,1,3,12,0,0,0,1,0,0,0,1,165.1,162.56,125,0,1,0,37.2857,0.311,0.2857,1.8571,0.41,2,3,15,0,0,1,1,1,1,0,4,167.64,172.72,135,35,30,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.6045257859381475
0,3,2,0,0,10.5,0.35,1.5,0.5,0.25,0,2,5,0,0,0,0,0,0,0,0,172.72,167.64,155,1,0,0,57.0,0.39,0.0,2.25,0.453,3,1,12,1,0,0,3,0,0,0,3,180.34,177.8,155,27,32,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.1927047099031863
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,185,0,1,0,9.0,0.08,1.0,1.0,0.665,1,1,4,0,0,0,0,0,1,0,1,177.8,185.42,205,30,26,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.2683879660443822
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,185,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,170,26,30,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.4457364663331512
0,3,1,0,0,49.0,0.52,0.6667,0.6667,0.107,1,2,7,0,0,1,0,0,0,0,1,190.5,190.5,185,1,0,0,7.5,0.53,0.5,0.5,0.5,1,1,4,0,0,0,0,0,1,0,1,187.96,195.58,185,31,33,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.40173292332096344
0,3,1,0,0,19.0,0.53,0.6667,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,190.5,195.58,205,2,0,0,26.6667,0.64,0.0,0.3333,0.333,1,2,4,0,0,0,0,1,0,0,1,190.5,187.96,205,33,22,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.5443037974683544
0,3,1,0,0,23.5,0.355,2.5,1.0,0.5,1,1,5,0,0,0,0,0,1,0,1,162.56,162.56,125,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,177.8,175.26,125,26,29,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.6976999302085393
0,3,2,0,0,15.0,0.375,0.0,0.75,0.415,1,3,7,0,0,0,1,0,0,0,1,162.56,162.56,125,1,0,0,47.0,0.41,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,162.56,162.56,125,34,30,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.40173292332096344
0,5,0,7,0,34.9412,0.588,1.2941,1.1765,0.439,7,5,37,0,0,0,2,9,1,0,12,182.88,190.5,170,0,1,0,38.3333,0.448,0.0,1.1667,0.458,3,4,28,1,0,1,2,5,0,0,8,180.34,187.96,170,32,33,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.24871978046641002
0,3,0,2,0,27.8333,0.343,0.1667,0.1667,0.167,2,2,14,0,0,1,1,2,0,0,4,187.96,190.5,205,0,1,0,21.5,0.468,0.4167,1.25,0.282,3,4,22,0,0,0,2,6,0,0,8,187.96,198.12,205,30,38,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.1524879444720695
0,3,0,3,0,51.3333,0.513,0.3333,1.3333,0.5,3,0,7,0,0,0,1,1,1,0,3,177.8,180.34,155,1,0,0,23.8,0.52,0.0,2.0,0.736,2,2,12,0,1,0,0,2,0,0,3,177.8,180.34,155,35,27,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.22304834157902706
0,3,0,6,0,53.4286,0.431,1.4286,3.7143,0.546,6,1,17,1,0,2,2,1,1,0,6,167.64,167.64,155,0,1,0,28.4737,0.345,0.6842,2.8421,0.375,4,8,53,0,0,3,3,1,4,0,11,170.18,177.8,155,32,27,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.6187174399947203
0,3,0,1,0,45.25,0.53,0.5,2.0,0.563,2,1,11,0,0,0,2,0,1,0,3,180.34,187.96,170,0,2,0,34.5714,0.421,0.1429,0.7143,0.257,2,2,16,0,0,1,1,3,0,0,5,172.72,182.88,155,29,29,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.6884445349742937
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,26,28,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.5817328459979875
0,3,3,0,0,44.0,0.452,0.2,0.6,0.15,2,3,13,0,0,0,1,1,0,0,2,187.96,190.5,170,1,0,0,21.0,0.22,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.96,170,29,30,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.6314058428452141
0,3,0,1,0,20.0,0.47,0.5,1.5,0.3,1,1,3,0,0,0,0,1,0,0,1,187.96,193.04,205,3,0,0,35.25,0.464,0.0,2.25,0.203,4,4,19,0,0,1,2,1,0,0,4,193.04,193.04,205,32,33,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.6786156418902983
0,3,1,0,0,11.0,0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,175.26,175.26,145,2,0,0,33.75,0.446,1.25,0.375,0.093,3,3,18,0,0,0,3,1,1,0,5,180.34,177.8,145,27,30,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.3373231052582269
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,167.64,165.1,125,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,165.1,165.1,115,32,26,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.745046889574375
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,145,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,31,27,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.7384987678886556
0,5,0,4,0,17.0,0.625,0.5,0.75,0.375,4,0,7,0,1,0,0,2,1,0,4,190.5,203.2,205,0,2,0,26.8571,0.41,0.2857,2.1429,0.284,5,4,30,1,0,0,6,3,1,0,10,187.96,187.96,205,31,31,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.3632887879164475
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,135,0,0,0,21.152765964103406,0.4603205315183925,0.5369065791605899,1.3999616593744935,0.34146713195909745,0,0,0,0,0,0,0,0,0,0,0,167.64,175.26,125,26,34,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.5338983503303687
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,187.96,190.5,205,2,0,0,51.0,0.468,0.0,0.0,0.0,1,3,11,0,0,0,0,1,0,0,1,185.42,185.42,185,32,28,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.45569620253164556
0,3,0,0,0,19.841809878528046,0.453058650008676,0.5002019838483146,1.3205362774363478,0.32541892367217723,0,0,0,0,0,0,0,0,0,0,0,170.18,170.18,125,1,0,0,10.5,0.765,0.0,1.0,0.5,1,1,2,1,0,0,0,1,0,0,1,167.64,167.64,135,33,31,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.1685111144975965
0,3,0,2,0,30.0,0.415,0.5,5.5,0.53,2,0,6,0,0,0,2,0,0,0,2,162.56,162.56,125,0,1,0,8.5,0.335,0.25,1.25,0.188,1,2,7,0,0,0,1,0,1,0,2,165.1,170.18,125,29,31,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.7482014388489209
